Sigla;Código;Município;pib
PE;2607703;Itapetim;65293,73597
PE;2607752;Itapissuma;1112700,994
PE;2607802;Itaquitinga;75089,22013
PE;2607901;Jaboatão dos Guararapes;7531261,542
PE;2607950;Jaqueira;52189,52175
PE;2608008;Jataúba;72290,71043
PE;2608057;Jatobá;71791,69344
PE;2608107;João Alfredo;147811,7273
PE;2608206;Joaquim Nabuco;84636,82961
PE;2608255;Jucati;60344,17828
PE;2608305;Jupi;100001,3247
PE;2608404;Jurema;62010,6803
PE;2608453;Lagoa do Carro;140338,6094
PE;2608503;Lagoa do Itaenga;225402,1009
PE;2608602;Lagoa do Ouro;64990,31123
PE;2608701;Lagoa dos Gatos;63225,77968
PE;2608750;Lagoa Grande;213258,1092
PE;2608800;Lajedo;273351,1452
PE;2608909;Limoeiro;391344,6233
PE;2609006;Macaparana;132376,2775
PE;2609105;Machados;100968,0826
PE;2609154;Manari;64957,63472
PE;2609204;Maraial;43175,00618
PE;2609303;Mirandiba;76279,11191
PE;2609402;Moreno;416628,3065
PE;2609501;Nazaré da Mata;321381,8808
PE;2609600;Olinda;2701997,292
PE;2609709;Orobó;186159,9461
PE;2609808;Orocó;87035,28547
PE;2609907;Ouricuri;364349,1578
PE;2610004;Palmares;431398,0891
PE;2610103;Palmeirina;37325,44404
PE;2610202;Panelas;107158,4141
PE;2610301;Paranatama;133400,9195
PE;2610400;Parnamirim;99518,64599
PE;2610509;Passira;123492,4679
PE;2610608;Paudalho;432416,6626
PE;2610707;Paulista;2610223,913
PE;2610806;Pedra;143028,8198
PE;2610905;Pesqueira;405959,4259
PE;2611002;Petrolândia;782311,1327
PE;2611101;Petrolina;3731674,275
PE;2611200;Poção;47664,29188
PE;2611309;Pombos;248613,6265
PE;2611408;Primavera;136165,819
PE;2611507;Quipapá;89778,7119
PE;2611533;Quixaba;31305,96405
PE;2611606;Recife;25660539,07
PE;2611705;Riacho das Almas;121632,7077
PE;2611804;Ribeirão;269070,9892
PE;2611903;Rio Formoso;177326,5518
PE;2612000;Sairé;82263,11455
PE;2612109;Salgadinho;37782,44838
PE;2612208;Salgueiro;467789,9186
PE;2612307;Saloá;79847,85363
PE;2612406;Sanharó;115891,4449
PE;2612455;Santa Cruz;62361,71939
PE;2612471;Santa Cruz da Baixa Verde;53007,83492
PE;2612505;Santa Cruz do Capibaribe;898946,6684
PE;2612554;Santa Filomena;52203,05916
PE;2612604;Santa Maria da Boa Vista;263279,3111
PE;2612703;Santa Maria do Cambucá;57072,7928
PE;2612802;Santa Terezinha;53600,68018
PE;2612901;São Benedito do Sul;54624,38857
PE;2613008;São Bento do Una;693538,3905
PE;2613107;São Caitano;208979,8204
PE;2613206;São João;182153,3391
PE;2613305;São Joaquim do Monte;86577,34751
PE;2613404;São José da Coroa Grande;135844,1888
PE;2613503;São José do Belmonte;159435,2288
PE;2613602;São José do Egito;205916,631
PE;2613701;São Lourenço da Mata;674163,0871
PE;2613800;São Vicente Ferrer;97809,1977
PE;2613909;Serra Talhada;790466,7228
PE;2614006;Serrita;75227,39508
PE;2614105;Sertânia;171499,8632
PE;2614204;Sirinhaém;337265,9324
PE;2614303;Moreilândia;42473,39483
PE;2614402;Solidão;26449,76782
PE;2614501;Surubim;427389,1481
PE;2614600;Tabira;146999,0158
PE;2614709;Tacaimbó;69628,50846
PE;2614808;Tacaratu;117625,1671
PE;2614857;Tamandaré;184778,1965
PE;2615003;Taquaritinga do Norte;156213,3249
PE;2615102;Terezinha;35299,0336
PE;2615201;Terra Nova;44468,99599
PE;2615300;Timbaúba;348521,5898
PE;2615409;Toritama;356907,7828
PE;2615508;Tracunhaém;82447,03662
PE;2615607;Trindade;195603,4576
PE;2615706;Triunfo;73455,86142
PE;2615805;Tupanatinga;106025,9396
PE;2615904;Tuparetama;41610,73496
PE;2616001;Venturosa;115464,3162
PE;2616100;Verdejante;37779,18073
PE;2616183;Vertente do Lério;34571,74784
PE;2616209;Vertentes;90799,15264
PE;2616308;Vicência;242471,843
PE;2616407;Vitória de Santo Antão;2124833,492
PE;2616506;Xexéu;66011,68558
PE;2699919;Muribeca;
PE;2699929;Nossa Senhora do Ó de Goyanna;
PE;2699939;Cimbres;
PI;2200053;Acauã;34338,811
PI;2200103;Agricolândia;22072,04906
PI;2200202;Água Branca;113887,4412
PI;2200251;Alagoinha do Piauí;30548,80262
PI;2200277;Alegrete do Piauí;22492,64243
PI;2200301;Alto Longá;61130,74856
PI;2200400;Altos;251036,8232
PI;2200459;Alvorada do Gurguéia;38336,54863
PI;2200509;Amarante;89903,34945
PI;2200608;Angical do Piauí;31158,45294
PI;2200707;Anísio de Abreu;46188,24723
PI;2200806;Antônio Almeida;67133,8903
PI;2200905;Aroazes;26750,39171
PI;2200954;Aroeiras de Itaim;11495,1295
PI;2201002;Arraial;22837,1462
PI;2201051;Assunção do Piauí;29999,83725
PI;2201101;Avelino Lopes;45560,85824
PI;2201150;Baixa Grande do Ribeiro;825585,5688
PI;2201176;Barra D'Alcântara;18188,21241
PI;2201200;Barras;232282,8403
PI;2201309;Barreiras do Piauí;76169,879
PI;2201408;Barro Duro;41933,29879
PI;2201507;Batalha;117076,6686
PI;2201556;Bela Vista do Piauí;21882,05849
PI;2201572;Belém do Piauí;19262,33598
PI;2201606;Beneditinos;42897,25585
PI;2201705;Bertolínia;33683,88038
PI;2201739;Betânia do Piauí;29203,93082
PI;2201770;Boa Hora;29178,72323
PI;2201804;Bocaina;22300,31782
PI;2201903;Bom Jesus;658284,6372
PI;2201919;Bom Princípio do Piauí;32754,00026
PI;2201929;Bonfim do Piauí;24715,11193
PI;2201945;Boqueirão do Piauí;24145,60704
PI;2201960;Brasileira;32360,94852
PI;2201988;Brejo do Piauí;20529,25097
PI;2202000;Buriti dos Lopes;100245,4649
PI;2202026;Buriti dos Montes;32531,79999
PI;2202059;Cabeceiras do Piauí;40207,97905
PI;2202075;Cajazeiras do Piauí;15956,40676
PI;2202083;Cajueiro da Praia;53858,3578
PI;2202091;Caldeirão Grande do Piauí;91064,29918
PI;2202109;Campinas do Piauí;26839,5519
PI;2202117;Campo Alegre do Fidalgo;23980,35726
PI;2202133;Campo Grande do Piauí;29005,07092
PI;2202174;Campo Largo do Piauí;26399,81944
PI;2202208;Campo Maior;329501,9936
PI;2202251;Canavieira;19581,63217
PI;2202307;Canto do Buriti;126685,8966
PI;2202406;Capitão de Campos;49672,96365
PI;2202455;Capitão Gervásio Oliveira;20387,80836
PI;2202505;Caracol;45506,70859
PI;2202539;Caraúbas do Piauí;26812,01027
PI;2202554;Caridade do Piauí;23354,83549
PI;2202604;Castelo do Piauí;94501,86806
PI;2202653;Caxingó;24806,13935
PI;2202703;Cocal;127329,6239
PI;2202711;Cocal de Telha;21921,73711
PI;2202729;Cocal dos Alves;26589,3432
PI;2202737;Coivaras;17602,36926
PI;2202752;Colônia do Gurguéia;32937,45552
PI;2202778;Colônia do Piauí;31794,71128
PI;2202802;Conceição do Canindé;28216,63341
PI;2202851;Coronel José Dias;19027,06511
PI;2202901;Corrente;317752,4541
PI;2203008;Cristalândia do Piauí;35042,7564
PI;2203107;Cristino Castro;56740,42601
PI;2203206;Curimatá;66001,88263
PI;2203230;Currais;190930,2498
PI;2203255;Curralinhos;18513,57709
PI;2203271;Curral Novo do Piauí;36594,89063
PI;2203305;Demerval Lobão;98794,62789
PI;2203354;Dirceu Arcoverde;31505,75757
PI;2203404;Dom Expedito Lopes;36431,97489
PI;2203420;Domingos Mourão;21721,47678
PI;2203453;Dom Inocêncio;76717,91076
PI;2203503;Elesbão Veloso;76897,63156
PI;2203602;Eliseu Martins;25950,75082
PI;2203701;Esperantina;213119,0007
PI;2203750;Fartura do Piauí;21834,44415
PI;2203800;Flores do Piauí;22462,76676
PI;2203859;Floresta do Piauí;11790,61851
PI;2203909;Floriano;685821,1324
PI;2204006;Francinópolis;20911,56614
PI;2204105;Francisco Ayres;21829,30927
PI;2204154;Francisco Macedo;15330,41819
PI;2204204;Francisco Santos;38757,6088
PI;2204303;Fronteiras;52494,3469
PI;2204352;Geminiano;27659,73231
PI;2204402;Gilbués;194609,158
PI;2204501;Guadalupe;297445,8702
PI;2204550;Guaribas;21052,54194
PI;2204600;Hugo Napoleão;15902,25712
PI;2204659;Ilha Grande;55888,50271
PI;2204709;Inhuma;76380,8759
PI;2204808;Ipiranga do Piauí;38472,85636
PI;2204907;Isaías Coelho;37717,09536
PI;2205003;Itainópolis;50504,81424
PI;2205102;Itaueira;61549,94151
PI;2205151;Jacobina do Piauí;32239,57862
PI;2205201;Jaicós;89520,10067
PI;2205250;Jardim do Mulato;18500,50649
PI;2205276;Jatobá do Piauí;27423,52782
PI;2205300;Jerumenha;29655,33347
PI;2205359;João Costa;32344,61026
PI;2205409;Joaquim Pires;55500,58585
PI;2205458;Joca Marques;21578,63375
PI;2205508;José de Freitas;182390,0104
PI;2205516;Juazeiro do Piauí;26168,28302
PI;2205524;Júlio Borges;37715,22813
PI;2205532;Jurema;20336,92636
PI;2205540;Lagoinha do Piauí;18914,56455
PI;2205557;Lagoa Alegre;36090,73876
PI;2205565;Lagoa do Barro do Piauí;249593,9218
PI;2205573;Lagoa de São Francisco;25665,06476
PI;2205581;Lagoa do Piauí;35297,63318
PI;2205599;Lagoa do Sítio;22684,50022
PI;2205607;Landri Sales;51254,97355
PI;2205706;Luís Correia;176778,52
PI;2205805;Luzilândia;112603,7211
PI;2205854;Madeiro;35076,36652
PI;2205904;Manoel Emídio;25584,3071
PI;2205953;Marcolândia;92592,15944
PI;2206001;Marcos Parente;25620,25126
PI;2206050;Massapê do Piauí;24334,66399
PI;2206100;Matias Olímpio;44605,77052
PI;2206209;Miguel Alves;146026,1894
PI;2206308;Miguel Leão;11018,51926
PI;2206357;Milton Brandão;25003,59883
PI;2206407;Monsenhor Gil;59503,45835
PI;2206506;Monsenhor Hipólito;34021,84885
PI;2206605;Monte Alegre do Piauí;139150,118
PI;2206654;Morro Cabeça no Tempo;18276,43899
PI;2206670;Morro do Chapéu do Piauí;29152,11521
PI;2206696;Murici dos Portelas;34968,06723
PI;2206704;Nazaré do Piauí;31297,56151
PI;2206720;Nazária;44261,26674
PI;2206753;Nossa Senhora de Nazaré;22353,06705
PI;2206803;Nossa Senhora dos Remédios;36666,31215
PI;2206902;Novo Oriente do Piauí;27155,11363
PI;2206951;Novo Santo Antônio;14581,65929
PI;2207009;Oeiras;272789,576
PI;2207108;Olho D'Água do Piauí;13411,84023
PI;2207207;Padre Marcos;34501,25994
PI;2207306;Paes Landim;20655,75574
PI;2207355;Pajeú do Piauí;24545,19408
PI;2207405;Palmeira do Piauí;66033,15871
PI;2207504;Palmeirais;64742,43656
PI;2207553;Paquetá;20650,15405
PI;2207603;Parnaguá;55650,43099
PI;2207702;Parnaíba;1385926,101
PI;2207751;Passagem Franca do Piauí;22760,58981
PI;2207777;Patos do Piauí;30169,2883
PI;2207793;Pau D'Arco do Piauí;15690,32661
PI;2207801;Paulistana;124968,5126
PI;2207850;Pavussu;17595,36715
PI;2207900;Pedro II;180315,9857
PI;2207934;Pedro Laurentino;14621,33791
PI;2207959;Nova Santa Rita;20507,31102
PI;2208007;Picos;905727,0442
PI;2208106;Pimenteiras;49935,77615
PI;2208205;Pio IX;94587,7606
PI;2208304;Piracuruca;169694,7194
PI;2208403;Piripiri;427955,3854
PI;2208502;Porto;55338,60372
PI;2208551;Porto Alegre do Piauí;18304,44743
PI;2208601;Prata do Piauí;12876,41227
PI;2208650;Queimada Nova;118328,6457
PI;2208700;Redenção do Gurguéia;45714,43784
PI;2208809;Regeneração;123477,0633
PI;2208858;Riacho Frio;21603,37454
PI;2208874;Ribeira do Piauí;101479,2366
PI;2208908;Ribeiro Gonçalves;324830,1863
PI;2209005;Rio Grande do Piauí;28704,44702
PI;2209104;Santa Cruz do Piauí;28480,37952
PI;2209153;Santa Cruz dos Milagres;21226,66106
PI;2209203;Santa Filomena;287547,2217
PI;2209302;Santa Luz;29166,11943
PI;2209351;Santana do Piauí;19049,00505
PI;2209377;Santa Rosa do Piauí;23446,79652
PI;2209401;Santo Antônio de Lisboa;33539,63693
PI;2209450;Santo Antônio dos Milagres;8426,338378
PI;2209500;Santo Inácio do Piauí;18848,27792
PI;2209559;São Braz do Piauí;18425,35051
PI;2209609;São Félix do Piauí;14991,9829
PI;2209658;São Francisco de Assis do Piauí;25928,81088
PI;2209708;São Francisco do Piauí;27264,34654
PI;2209757;São Gonçalo do Gurguéia;25490,94564
PI;2209807;São Gonçalo do Piauí;26484,31156
PI;2209856;São João da Canabrava;23023,40231
PI;2209872;São João da Fronteira;28440,2341
PI;2209906;São João da Serra;27879,13174
PI;2209955;São João da Varjota;17107,55354
PI;2209971;São João do Arraial;31852,59538
PI;2210003;São João do Piauí;199303,839
PI;2210052;São José do Divino;29760,36511
PI;2210102;São José do Peixe;19996,15704
PI;2210201;São José do Piauí;31777,90622
PI;2210300;São Julião;27790,90516
PI;2210359;São Lourenço do Piauí;21153,37231
PI;2210375;São Luis do Piauí;11825,16225
PI;2210383;São Miguel da Baixa Grande;12730,76839
PI;2210391;São Miguel do Fidalgo;22156,54118
PI;2210409;São Miguel do Tapuio;76266,0413
PI;2210508;São Pedro do Piauí;62935,42554
PI;2210607;São Raimundo Nonato;264296,0174
PI;2210623;Sebastião Barros;21805,5021
PI;2210631;Sebastião Leal;119229,5838
PI;2210656;Sigefredo Pacheco;36486,12453
PI;2210706;Simões;202801,626
PI;2210805;Simplício Mendes;85343,10904
PI;2210904;Socorro do Piauí;19170,37495
PI;2210938;Sussuapara;35891,87886
PI;2210953;Tamboril do Piauí;14185,33991
PI;2210979;Tanque do Piauí;15489,13266
PI;2211001;Teresina;11154468,01
PI;2211100;União;196206,5726
PI;2211209;Uruçuí;1314159,615
PI;2211308;Valença do Piauí;135213,5322
PI;2211357;Várzea Branca;20791,59666
PI;2211407;Várzea Grande;19136,76482
PI;2211506;Vera Mendes;14506,97013
PI;2211605;Vila Nova do Piauí;17288,20796
PI;2211704;Wall Ferraz;17742,41145
PR;4100103;Abatiá;103553,7282
PR;4100202;Adrianópolis;172191,6716
PR;4100301;Agudos do Sul;101261,2376
PR;4100400;Almirante Tamandaré;903913,4979
PR;4100459;Altamira do Paraná;44915,26376
PR;4100509;Altônia;215911,4419
PR;4100608;Alto Paraná;203662,8854
PR;4100707;Alto Piquiri;191029,2129
PR;4100806;Alvorada do Sul;157961,985
PR;4100905;Amaporã;56543,43333
PR;4101002;Ampére;350293,1235
PR;4101051;Anahy;53708,04586
PR;4101101;Andirá;381170,5584
PR;4101150;Ângulo;71985,88527
PR;4101200;Antonina;327194,5652
PR;4101309;Antônio Olinto;108933,6822
PR;4101408;Apucarana;1808558,016
PR;4101507;Arapongas;2312659,473
PR;4101606;Arapoti;675697,0159
PR;4101655;Arapuã;71028,46352
PR;4101705;Araruna;255523,308
PR;4101804;Araucária;11794998,1
PR;4101853;Ariranha do Ivaí;60211,1382
PR;4101903;Assaí;251882,2112
PR;4102000;Assis Chateaubriand;762452,217
PR;4102109;Astorga;412176,3654
PR;4102208;Atalaia;82772,86811
PR;4102307;Balsa Nova;432367,1811
PR;4102406;Bandeirantes;482457,4704
PR;4102505;Barbosa Ferraz;139756,0339
PR;4102604;Barracão;123352,8926
PR;4102703;Barra do Jacaré;70095,31575
PR;4102752;Bela Vista da Caroba;49917,57067
PR;4102802;Bela Vista do Paraíso;244521,127
PR;4102901;Bituruna;257851,7428
PR;4103008;Boa Esperança;133369,1766
PR;4103024;Boa Esperança do Iguaçu;66575,12198
PR;4103040;Boa Ventura de São Roque;168755,0363
PR;4103057;Boa Vista da Aparecida;86516,19576
PR;4103107;Bocaiúva do Sul;130870,824
PR;4103156;Bom Jesus do Sul;54001,66764
PR;4103206;Bom Sucesso;73420,85087
PR;4103222;Bom Sucesso do Sul;140074,8633
PR;4103305;Borrazópolis;114690,8165
PR;4103354;Braganey;112753,0995
PR;4103370;Brasilândia do Sul;128821,0732
PR;4103404;Cafeara;53243,5726
PR;4103453;Cafelândia;909935,7787
PR;4103479;Cafezal do Sul;69551,95206
PR;4103503;Califórnia;118205,8754
PR;4103602;Cambará;382353,9149
PR;4103701;Cambé;2348075,209
PR;4103800;Cambira;130812,9399
PR;4103909;Campina da Lagoa;270000,8693
PR;4103958;Campina do Simão;70199,88058
PR;4104006;Campina Grande do Sul;1015827,745
PR;4104055;Campo Bonito;104879,4609
PR;4104105;Campo do Tenente;121969,7426
PR;4104204;Campo Largo;2676403,182
PR;4104253;Campo Magro;252851,7699
PR;4104303;Campo Mourão;2402883,986
PR;4104402;Cândido de Abreu;196836,7624
PR;4104428;Candói;396827,7417
PR;4104451;Cantagalo;156831,3777
PR;4104501;Capanema;516630,5648
PR;4104600;Capitão Leônidas Marques;586105,4937
PR;4104659;Carambeí;737039,2281
PR;4104709;Carlópolis;214107,2317
PR;4104808;Cascavel;7369733,15
PR;4104907;Castro;1695136,915
PR;4105003;Catanduvas;166169,3908
PR;4105102;Centenário do Sul;204665,5875
PR;4105201;Cerro Azul;189111,5686
PR;4105300;Céu Azul;440099,8438
PR;4105409;Chopinzinho;424480,9387
PR;4105508;Cianorte;1419032,541
PR;4105607;Cidade Gaúcha;201429,2125
PR;4105706;Clevelândia;391191,9773
PR;4105805;Colombo;2658094,066
PR;4105904;Colorado;371726,5802
PR;4106001;Congonhinhas;133336,9669
PR;4106100;Conselheiro Mairinck;71158,70275
PR;4106209;Contenda;260298,7466
PR;4106308;Corbélia;496783,3193
PR;4106407;Cornélio Procópio;845999,9852
PR;4106456;Coronel Domingos Soares;151123,725
PR;4106506;Coronel Vivida;414222,8485
PR;4106555;Corumbataí do Sul;40936,66523
PR;4106571;Cruzeiro do Iguaçu;82712,64997
PR;4106605;Cruzeiro do Oeste;401179,7861
PR;4106704;Cruzeiro do Sul;95864,94534
PR;4106803;Cruz Machado;235784,8286
PR;4106852;Cruzmaltina;70569,59195
PR;4106902;Curitiba;45748843,4
PR;4107009;Curiúva;128863,5526
PR;4107108;Diamante do Norte;139212,6702
PR;4107124;Diamante do Sul;34891,97764
PR;4107157;Diamante D'Oeste;59772,80616
PR;4107207;Dois Vizinhos;946003,6439
PR;4107256;Douradina;392702,0989
PR;4107306;Doutor Camargo;93538,84462
PR;4107405;Enéas Marques;145334,8478
PR;4107504;Engenheiro Beltrão;264509,8151
PR;4107520;Esperança Nova;30457,30839
PR;4107538;Entre Rios do Oeste;146189,572
PR;4107546;Espigão Alto do Iguaçu;76008,36368
PR;4107553;Farol;100711,3386
PR;4107603;Faxinal;233476,9334
PR;4107652;Fazenda Rio Grande;1546283,274
PR;4107702;Fênix;99372,06851
PR;4107736;Fernandes Pinheiro;118501,8312
PR;4107751;Figueira;75393,57848
PR;4107801;Floraí;111693,4469
PR;4107850;Flor da Serra do Sul;85266,08584
PR;4107900;Floresta;126571,5288
PR;4108007;Florestópolis;186868,0928
PR;4108106;Flórida;37617,1986
PR;4108205;Formosa do Oeste;173085,1407
PR;4108304;Foz do Iguaçu;8855224,577
PR;4108320;Francisco Alves;135635,526
PR;4108403;Francisco Beltrão;1724722,695
PR;4108452;Foz do Jordão;85920,54966
PR;4108502;General Carneiro;207962,6474
PR;4108551;Godoy Moreira;33814,11961
PR;4108601;Goioerê;501551,7558
PR;4108650;Goioxim;144317,6747
PR;4108700;Grandes Rios;80637,22476
PR;4108809;Guaíra;532164,511
PR;4108908;Guairaçá;127013,1285
PR;4108957;Guamiranga;137746,4285
PR;4109005;Guapirama;82609,48556
PR;4109104;Guaporema;36480,98965
PR;4109203;Guaraci;104509,2827
PR;4109302;Guaraniaçu;239026,3384
PR;4109401;Guarapuava;3878861,414
PR;4109500;Guaraqueçaba;55162,15056
PR;4109609;Guaratuba;458520,9931
PR;4109658;Honório Serpa;139371,3847
PR;4109708;Ibaiti;410080,4007
PR;4109757;Ibema;85125,57685
PR;4109807;Ibiporã;1546778,09
PR;4109906;Icaraíma;115495,1255
PR;4110003;Iguaraçu;99207,75234
PR;4110052;Iguatu;39215,07995
PR;4110078;Imbaú;128922,8371
PR;4110102;Imbituva;602573,9881
PR;4110201;Inácio Martins;124045,1678
PR;4110300;Inajá;27225,13472
PR;4110409;Indianópolis;236885,0934
PR;4110508;Ipiranga;287189,1805
PR;4110607;Iporã;278727,8316
PR;4110656;Iracema do Oeste;90736,60046
PR;4110706;Irati;1067261,039
PR;4110805;Iretama;165338,9406
PR;4110904;Itaguajé;56853,86018
PR;4110953;Itaipulândia;245000,0713
PR;4111001;Itambaracá;104394,9149
PR;4111100;Itambé;106594,9777
PR;4111209;Itapejara d'Oeste;351523,6275
PR;4111258;Itaperuçu;292675,0998
PR;4111308;Itaúna do Sul;40967,0077
PR;4111407;Ivaí;232342,1248
PR;4111506;Ivaiporã;442476,3597
PR;4111555;Ivaté;95204,41303
PR;4111605;Ivatuba;67035,39396
PR;4111704;Jaboti;74719,04195
PR;4111803;Jacarezinho;746008,9302
PR;4111902;Jaguapitã;489875,0383
PR;4112009;Jaguariaíva;835085,0971
PR;4112108;Jandaia do Sul;368871,12
PR;4112207;Janiópolis;112944,9572
PR;4112306;Japira;76291,2489
PR;4112405;Japurá;149936,6341
PR;4112504;Jardim Alegre;174643,3435
PR;4112603;Jardim Olinda;26632,28947
PR;4112702;Jataizinho;131970,6219
PR;4112751;Jesuítas;206325,5542
PR;4112801;Joaquim Távora;317041,5066
PR;4112900;Jundiaí do Sul;59784,47634
PR;4112959;Juranda;205837,2738
PR;4113007;Jussara;189129,7741
PR;4113106;Kaloré;77332,69596
PR;4113205;Lapa;1326327,414
PR;4113254;Laranjal;52762,29429
PR;4113304;Laranjeiras do Sul;479777,063
PR;4113403;Leópolis;106145,9091
PR;4113429;Lidianópolis;58674,40861
PR;4113452;Lindoeste;93775,98272
PR;4113502;Loanda;325826,8198
PR;4113601;Lobato;100633,8486
PR;4113700;Londrina;11018868,89
PR;4113734;Luiziana;255287,5703
PR;4113759;Lunardelli;66390,7331
PR;4113809;Lupionópolis;61390,76022
PR;4113908;Mallet;354038,7852
PR;4114005;Mamborê;370279,0107
PR;4114104;Mandaguaçu;321058,8502
PR;4114203;Mandaguari;856956,4191
PR;4114302;Mandirituba;310459,5239
PR;4114351;Manfrinópolis;38036,39154
PR;4114401;Mangueirinha;827798,7022
PR;4114500;Manoel Ribas;248115,5432
PR;4114609;Marechal Cândido Rondon;1364898,3
PR;4114708;Maria Helena;62765,04088
PR;4114807;Marialva;1239149,285
PR;4114906;Marilândia do Sul;217743,1937
PR;4115002;Marilena;81460,20601
PR;4115101;Mariluz;132749,7233
PR;4115200;Maringá;10576328,11
PR;4115309;Mariópolis;205362,064
PR;4115358;Maripá;223195,9696
PR;4115408;Marmeleiro;296487,9817
PR;4115457;Marquinho;52032,6745
PR;4115507;Marumbi;48297,74937
PR;4115606;Matelândia;511812,6468
PR;4115705;Matinhos;416553,6173
PR;4115739;Mato Rico;57511,12484
PR;4115754;Mauá da Serra;174455,6869
PR;4115804;Medianeira;1140004,552
PR;4115853;Mercedes;129883,0597
PR;4115903;Mirador;59119,27595
PR;4116000;Miraselva;24429,89268
PR;4116059;Missal;217748,7954
PR;4116109;Moreira Sales;142923,7882
PR;4116208;Morretes;181704,7373
PR;4116307;Munhoz de Melo;63925,057
PR;4116406;Nossa Senhora das Graças;46460,39588
PR;4116505;Nova Aliança do Ivaí;24244,10337
PR;4116604;Nova América da Colina;45564,5927
PR;4116703;Nova Aurora;382682,0804
PR;4116802;Nova Cantu;162498,4182
PR;4116901;Nova Esperança;440308,9735
PR;4116950;Nova Esperança do Sudoeste;76933,57573
PR;4117008;Nova Fátima;147020,0221
PR;4117057;Nova Laranjeiras;143919,9549
PR;4117107;Nova Londrina;206778,8241
PR;4117206;Nova Olímpia;50984,69213
PR;4117214;Nova Santa Bárbara;51701,24132
PR;4117222;Nova Santa Rosa;205287,3748
PR;4117255;Nova Prata do Iguaçu;229916,5942
PR;4117271;Nova Tebas;88604,22476
PR;4117297;Novo Itacolomi;42674,58877
PR;4117305;Ortigueira;1272747,74
PR;4117404;Ourizona;77820,04277
PR;4117453;Ouro Verde do Oeste;148743,0078
PR;4117503;Paiçandu;493775,68
PR;4117602;Palmas;754643,4646
PR;4117701;Palmeira;766542,8493
PR;4117800;Palmital;154448,7933
PR;4117909;Palotina;1314478,911
PR;4118006;Paraíso do Norte;176110,052
PR;4118105;Paranacity;151966,3122
PR;4118204;Paranaguá;6370683,393
PR;4118303;Paranapoema;42959,80802
PR;4118402;Paranavaí;1484431,308
PR;4118451;Pato Bragado;113672,243
PR;4118501;Pato Branco;2123178,193
PR;4118600;Paula Freitas;205384,4707
PR;4118709;Paulo Frontin;185202,5244
PR;4118808;Peabiru;212050,4788
PR;4118857;Perobal;131593,4416
PR;4118907;Pérola;167915,7168
PR;4119004;Pérola d'Oeste;111084,2634
PR;4119103;Piên;428040,8111
PR;4119152;Pinhais;3717286,808
PR;4119202;Pinhalão;117397,3652
PR;4119251;Pinhal de São Bento;37463,619
PR;4119301;Pinhão;837842,9946
PR;4119400;Piraí do Sul;556311,5185
PR;4119509;Piraquara;720754,6559
PR;4119608;Pitanga;532556,1623
PR;4119657;Pitangueiras;56882,80223
PR;4119707;Planaltina do Paraná;48513,88115
PR;4119806;Planalto;198556,4805
PR;4119905;Ponta Grossa;9098472,254
PR;4119954;Pontal do Paraná;305015,1504
PR;4120002;Porecatu;258715,8031
PR;4120101;Porto Amazonas;76157,2752
PR;4120150;Porto Barreiro;79368,90935
PR;4120200;Porto Rico;50707,87541
PR;4120309;Porto Vitória;46097,21981
PR;4120333;Prado Ferreira;79796,50483
PR;4120358;Pranchita;153795,2631
PR;4120408;Presidente Castelo Branco;68813,46293
PR;4120507;Primeiro de Maio;173319,9448
PR;4120606;Prudentópolis;733730,4981
PR;4120655;Quarto Centenário;169460,3821
PR;4120705;Quatiguá;99025,6975
PR;4120804;Quatro Barras;906162,1086
PR;4120853;Quatro Pontes;118374,3928
PR;4120903;Quedas do Iguaçu;684608,8338
PR;4121000;Querência do Norte;122851,0747
PR;4121109;Quinta do Sol;120194,9413
PR;4121208;Quitandinha;237685,6679
PR;4121257;Ramilândia;53116,60102
PR;4121307;Rancho Alegre;86669,30855
PR;4121356;Rancho Alegre D'Oeste;109615,6877
PR;4121406;Realeza;346891,4987
PR;4121505;Rebouças;250425,3056
PR;4121604;Renascença;197244,2852
PR;4121703;Reserva;353569,177
PR;4121752;Reserva do Iguaçu;121392,7688
PR;4121802;Ribeirão Claro;179125,6271
PR;4121901;Ribeirão do Pinhal;157812,6067
PR;4122008;Rio Azul;340580,2642
PR;4122107;Rio Bom;48722,0772
PR;4122156;Rio Bonito do Iguaçu;206115,4909
PR;4122172;Rio Branco do Ivaí;53947,518
PR;4122206;Rio Branco do Sul;642178,8521
PR;4122305;Rio Negro;606110,5201
PR;4122404;Rolândia;1668878,072
PR;4122503;Roncador;279205,3754
PR;4122602;Rondon;163421,763
PR;4122651;Rosário do Ivaí;60629,86434
PR;4122701;Sabáudia;329257,8534
PR;4122800;Salgado Filho;58048,42003
PR;4122909;Salto do Itararé;48392,97806
PR;4123006;Salto do Lontra;247369,5851
PR;4123105;Santa Amélia;47085,45084
PR;4123204;Santa Cecília do Pavão;71665,18866
PR;4123303;Santa Cruz de Monte Castelo;175106,4163
PR;4123402;Santa Fé;149235,4895
PR;4123501;Santa Helena;684004,7852
PR;4123600;Santa Inês;24038,24136
PR;4123709;Santa Isabel do Ivaí;118168,064
PR;4123808;Santa Izabel do Oeste;218007,4066
PR;4123824;Santa Lúcia;65409,03737
PR;4123857;Santa Maria do Oeste;124792,0594
PR;4123907;Santa Mariana;230178,9399
PR;4123956;Santa Mônica;42489,73308
PR;4124004;Santana do Itararé;80111,59975
